id,completed,first_name,last_name,gender,dob,educ,marit,start,jtype,whours,salary,overall,q1,q2,q3,q4,q5,q6,q7,q8,q9
188,02/03/2017 16:12:25,Austin,Johnson,1,07/03/1977,6,2,03/25/2001,2,39,3207,7,4,4,6,8,8,0,0,6,6
189,02/03/2017 16:12:55,Madeline,Young,0,03/03/1976,3,2,03/24/2001,1,30,2106.69,7,9,5,0,10,6,6,6,5,7
190,02/03/2017 16:46:14,Stella,Gonzalez,0,10/20/1990,4,1,06/19/2016,2,30.25,3177.03,6,4,2,3,5,3,5,5,2,5
191,02/03/2017 16:56:09,Madeline,Campbell,0,08/04/1985,7,2,03/11/2011,1,22.75,1621.2,8,5,5,6,9,5,6,7,6,9
192,02/03/2017 17:39:15,Alexa,Gonzalez,0,09/21/1976,3,3,08/06/2000,2,28.75,2070,5,8,5,3,8,4,4,6,1,10
193,02/03/2017 17:44:00,Christian,Anderson,1,07/04/1990,4,1,01/24/2016,1,34,2102.8,6,3,1,2,10,5,5,0,3,8
194,02/03/2017 17:46:24,Sophie,Jackson,0,09/07/1972,5,5,07/09/2000,4,48.25,10441,5,5,5,4,7,9,7,7,3,6
195,02/03/2017 18:00:50,Alyssa,Collins,0,08/06/1987,5,1,03/09/2013,6,30,2994.08,7,9,6,6,9,7,5,8,11,8
196,02/03/2017 18:04:45,Isabella,Collins,0,03/19/1972,4,3,01/28/2000,2,30.5,3239,6,7,8,6,7,6,4,7,3, 
197,02/03/2017 18:20:03,Xavier,Carter,1,12/10/1986,4,2,06/30/2011,2,35.75,3147.51,5,6,4,6,9,4,2,2,2,6
198,02/03/2017 19:17:56,Sophia,Lewis,0,12/30/1983,2,1,10/08/2006,1,24.5,1518.32,5,7,5,5,6,11,6,7,2,6
199,02/03/2017 19:54:07,Caleb,Perez,1,05/03/1970,6,2,04/09/1991,4,38,15545.22,8,5,4,9,9,9,8,8,7,6
200,02/04/2017 08:33:04,Ashley,Rodriguez,0,06/06/1952,3,4,08/13/1980,3,22,4900,6,6,4,4,10,0,5,4,3,9
201,02/04/2017 09:09:45,Charlotte,White,0,08/11/1975,5,4,05/12/1998,1,21.25,1500,7,6,6,5,9,6,5,8,5,7
202,02/04/2017 09:41:02,Ava,Lewis,0,04/18/1968,4,2,09/18/1996,2,26.5,2823.28,7,7,8,0,8,4,3,5,7,7
203,02/04/2017 10:03:53,Austin,Baker,1,07/02/1987,4,2,01/28/2011,2,31.5,3005,7,6,5,8,10,7,6,5,5,7
204,02/04/2017 10:17:09,Bella,King,0,12/22/1969,3,2,10/31/2004,1,21.75,1805,6,5,6,6,10,6,5,7,3,10
205,02/04/2017 10:47:18,Amelia,Clark,0,11/18/1969,4,2,03/09/2002,3,34.75,5888.3,7,2,11,3,9,8,8,9,2,7
206,02/04/2017 10:52:16,Naomi,Thomas,0,04/28/1956,3,1,08/30/1986,2,27.75,2368,7,4,5,7,6,5,4,9,5,4
207,02/04/2017 11:19:41,Jace,Wilson,1,01/26/1983,5,3,10/16/2008,1,31.5,2098.65,7,8,8,2,5,5,5,6,4,5
208,02/04/2017 11:56:04,William,Jackson,1,11/20/1971,4,2,03/27/2009,1,23,1543,7,7,7,6,7,7,8,8,5,10
209,02/04/2017 12:05:15,Harper,Lopez,0,10/26/1987,4,1,05/04/2015,3,34.25,6197,6,4,6,5,0,2,6,3,3,5
210,02/04/2017 12:32:46,Jase,Nelson,1,07/19/1973,5,1,07/23/2009,2,28.5,2680,5,2,2,7,5,5,4,4,6,8
211,02/04/2017 12:46:29,Genesis,King,0,03/03/1984,3,1,04/03/2014,1,36.92307692307692,1845,6,6,4,3,7,4,6,0,2,7
212,02/04/2017 12:49:37,Tyler,Martin,1,10/05/1984,5,4,08/11/2008,3,39.75,5090.38,5,7,3,6,8,8,5,6,4,5
213,02/04/2017 13:03:18,,,0,06/11/1983,2,1,05/20/2008,1,24.5,1613.97,6,9,7,5,8,3,2,2,4,10
214,02/04/2017 13:08:28,Anna,Brown,0,10/05/1977,4,2,01/20/2013,1,27.75,1776,6,0,3,5,8,6,5,5,5,6
215,02/04/2017 13:26:45,Ashley,Robinson,0,06/11/1991,4,1,01/31/2012,2,33.75,2512,6,5,6,4,4,7,8,6,6,11
216,02/04/2017 13:30:25,Stella,Anderson,0,08/27/1978,3,4,11/03/2003,1,27.25,1884.97,7,5,4,4,7,8,9,5,4,6
217,02/04/2017 13:33:36,Adam,Evans,1,12/05/1960,5,4,12/31/1987,3,36.75,8097,7,7,6,0,9,7,10,10,4,7
218,02/04/2017 13:38:04,Sofia,Miller,0,03/30/1961,0,4,01/16/1999,3,24.5,4149.47,8,6,7,3,10,5,5,6,5,7
219,02/04/2017 13:45:56,Olivia,Young,0,11/01/1981,4,1,02/23/2009,5,47.25,24747.49,6,8,6,8,6,10,10,10,5,7
220,02/04/2017 13:46:43,Jocelyn,Jones,0,06/27/1976,4,3,09/19/2003,2,21,1921,6,7,9,6,7,7,11,6,5,5
221,02/04/2017 14:08:09,Camden,Martinez,1,08/21/1968,4,1,02/11/1998,2,24.25,2629,8,4,8,7,9,9,10,9,10,10
222,02/04/2017 15:00:06,Nora,Gonzalez,0,09/23/1982,0,2,12/16/2005,1,24.5,1697,7,8,3,4,6,8,7,11,5,6
223,02/04/2017 15:20:28,Cooper,Campbell,1,03/29/1975,2,1,09/21/2004,1,30.25,1959,6,6,2,4,9,5,5,5,2,9
224,02/04/2017 15:44:18,Jonathan,Phillips,1,04/01/1977,4,3,12/23/2013,1,24.75,1682.02,11,4,5,2,8,6,4,3,4,5
225,02/04/2017 16:12:51,Anthony,Clark,1,08/07/1979,5,1,06/14/2013,1,31,2255.61,6,5,0,6,7,9,8,6,5,6
226,02/04/2017 16:27:44,Mason,Hernandez,1,07/17/1977,5,2,07/27/2003,2,36,3004.69,6,6,11,6,9,2,3,3,1,10
227,02/04/2017 16:33:16,Paisley,Brown,0,09/09/1979,5,2,09/09/2003,2,31.25,2624.08,7,10,8,7,8,6,5,5,6,8
228,02/04/2017 16:49:31,Paisley,Thompson,0,06/21/1961,4,3,03/12/1994,6,10.75,887,6,2,5,3,6,5,7,9,3,9
229,02/04/2017 17:10:37,Aubrey,Harris,0,09/25/1968,5,1,06/17/1994,4,39.25,10123,8,8,6,6,10,8,5,6,7,10
230,02/04/2017 17:32:44,Alexandra,Smith,0,10/09/1979,3,1,07/14/2003,1,26.25,1771,7,4,3,2,8,9,7,5,6,9
231,02/04/2017 17:38:38,Victoria,Jackson,0,11/27/1990,6,2,07/06/2011,2,23.5,1759,7,2,2,5,10,4,3,3,6,8
232,02/04/2017 17:54:34,Ruby,Edwards,0,06/30/1975,5,1,02/01/2005,2,25.75,3171.91,11,6,5,8,10,9,6,9,7,8
233,02/04/2017 17:58:40,Jose,Edwards,1,02/22/1979,0,2,05/27/2006,2,34.5,4018.08,0,0,5,0,0,0,0,8,0,9
234,02/04/2017 18:13:37,Elizabeth,Evans,0,07/03/1957,2,2,05/25/1990,2,22.75,2306.38,7,2,1,2,7,7,5,11,6,7
235,02/04/2017 19:04:36,Landon,King,1,01/25/1966,5,1,02/20/1994,1,19,1316.1,0,7,9,4,6,7,3,7,0,10
236,02/04/2017 19:24:27,Arianna,Nelson,0,12/30/1986,0,1,05/24/2009,3,40.75,8246.63,8,7,6,8,7,7,7,7,6,6
237,02/04/2017 19:48:25,Eva,Taylor,0,07/23/1988,6,2,08/21/2011,3,38.25,5839.85,7,7,6,4,5,7,7,8,6,6
238,02/04/2017 22:54:00,Zoe,Smith,0,07/02/1979,5,2,08/13/2015,3,39.25,11235,6,7,5,4,7,4,5,6,6,5
239,02/05/2017 05:36:00,Juan,Wilson,0,07/17/1994,2,2,11/03/2014,1,21.25,1283.05,8,3,4,7,8,6,6,5,8,8
240,02/05/2017 06:33:40,Owen,Evans,1,10/31/1976,5,2,09/09/2012,2,32,3040,6,3,2,4,7,6,8,5,3,8
241,02/05/2017 08:22:14,Morgan,Harris,0,03/19/1986,4,2,10/17/2010,2,29,3014,7,6,5,4,7,5,4,4,6,4
242,02/05/2017 09:38:53,Camila,Brown,0,02/08/1976,4,5,07/09/2005,3,31.25,7102.85,6,4,11,1,10,8,6,3,4,8
243,02/05/2017 09:46:22,Mason,Walker,1,08/14/1972,4,2,08/30/2008,3,38.25,6000.53,7,5,5,6,10,10,10,10,3,10
244,02/05/2017 10:42:59,Ian,Moore,1,12/18/1971,6,2,01/01/2008,3,33.25,7774.21,5,8,5,0,5,7,10,7,11,7
245,02/05/2017 10:45:08,Jordan,Parker,1,06/19/1965,4,2,11/08/1992,2,24.5,2002.9,7,6,4,6,9,4,4,8,4, 
246,02/05/2017 10:50:41,Nathaniel,Wright,1,09/13/1974,5,2,05/30/2000,3,35.5,6734.9,0,5,2,5,10,9,9,10,0,8
247,02/05/2017 11:14:12,Mackenzie,Gonzalez,0,06/24/1971,4,3,02/17/1999,1,26.25,1925.93,6,8,5,5,8,4,10,4,4,10
248,02/05/2017 11:33:08,Savannah,Evans,0,05/07/1964,4,3,09/22/1990,4,39,12543,8,9,7,4,9,7,5,10,7,9
249,02/05/2017 11:39:30,Oliver,Davis,1,11/06/1971,5,5,03/03/2004,1,26,1885,7,3,1,4,6,7,10,8,7,8
250,02/05/2017 12:45:21,Tristan,Martinez,1,05/10/1981,4,2,07/26/2016,1,0,1800,6,6,5,5,6,7,5,5,4,11
251,02/05/2017 12:58:03,Colton,Wright,1,11/18/1986,2,2,10/11/2010,3,33.75,5942,7,8,4,4,10,0,10,10,7,9
252,02/05/2017 13:03:28,Nicholas,Miller,1,05/11/1981,4,3,05/29/2007,3,43.25,7736.78,7,7,5,6,4,8,8,10,6,6
253,02/05/2017 13:51:32,Peyton,Thomas,0,06/02/1972,5,3,06/05/2009,2,27,3204,7,9,7,4,6,7,7,8,4,5
254,02/05/2017 14:33:54,Nora,Collins,0,10/26/1994,2,1,11/25/2015,1,34.75,2158.41,6,4,2,7,10,3,4,5,3,6
255,02/05/2017 14:52:23,Gabriella,Perez,0,03/01/1978,4,3,07/02/2008,6,29.25,2939.02,7,6,4,4,8,8,7,6,11,8
256,02/05/2017 15:03:26,Nathaniel,Jackson,1,04/12/1963,7,3,04/28/1998,3,37.25,5021.26,8,8,5,8,6,10,10,8,6,7
257,02/05/2017 15:28:14,Aaliyah,Brown,0,05/03/1981,4,1,03/31/2013,1,28.25,1888,7,5,4,5,9,9,5,5,7,6
258,02/05/2017 15:33:58,Jackson,Walker,1,08/29/1986,5,1,09/23/2014,2,37.75,2679,8,8,5,5,10,4,3,11,7,9
259,02/05/2017 15:35:45,Melanie,Gonzalez,0,11/15/1989,4,1,03/12/2014,1,23,1450.43,7,6,7,4,7,8,5,2,6,5
260,02/05/2017 15:46:24,Kennedy,Lewis,0,06/27/1977,3,1,09/17/2013,1,19.75,1540,5,0,4,6,5,5,5,4,4,4
261,02/05/2017 15:50:25,John,Williams,1,07/12/1974,5,2,11/29/1999,3,26.75,3940.53,6,9,9,4,6,3,3,2,3,6
262,02/05/2017 15:50:26,Landon,Gonzalez,1,07/17/1993,5,2,10/11/2015,1,34,2081.94,6,5,6,4,7,6,6,6,4,6
263,02/05/2017 15:57:06,Brandon,Campbell,1,12/01/1987,3,1,03/03/2009,1,35.25,2188.76,7,6,8,5,0,8,6,5,6,5
264,02/05/2017 16:09:35,Sophie,Parker,0,02/04/1986,4,1,05/08/2014,1,29.75,2169.36,7,5,3,11,6,4,2,7,6,7
265,02/05/2017 16:49:35,Joshua,Adams,1,07/04/1979,5,3,03/13/2014,1,31.75,2323.21,6,9,8,4,10,4,4,7,2,5
266,02/05/2017 17:21:40,Julia,Martin,0,10/15/1955,5,2,11/26/1983,3,30,5277.71,7,7,4,5,8,5,6,6,8,8
267,02/05/2017 17:58:01,Nora,Collins,0,12/24/1967,4,3,06/04/2005,2,31,3780.85,7,6,4,5,7,8,8,7,5,7
268,02/05/2017 18:59:02,Parker,Scott,1,04/12/1979,5,1,05/31/2002,1,28.5,1847,6,0,10,6,8,3,4,7,3,9
269,02/05/2017 20:52:50,Kayla,Miller,0,06/26/1972,4,1,03/06/2000,2,26,1802.38,7,8,5,11,10,9,10,8,6,8
270,02/06/2017 08:50:18,Isabella,Campbell,0,06/09/1984,5,1,04/21/2012,2,24.75,1971.85,7,6,5,4,10,2,2,2,6,7
271,02/06/2017 10:02:52,Benjamin,Hill,1,06/24/1991,5,2,10/11/2014,2,33.5,2571.06,6,3,6,5,5,5,5,5,3,6
272,02/06/2017 10:35:28,Gabriella,Phillips,0,10/04/1972,4,2,04/01/2013,1,23.25,1662,6,3,4,11,8,5,3,5,2,4
273,02/06/2017 10:38:44,Claire,Campbell,0,04/03/1963,6,3,08/12/1999,3,34.5,5152,7,6,6,7,10,5,4,9,6,8
274,02/06/2017 11:38:11,Alexis,Mitchell,0,09/14/1978,4,2,07/20/2010,2,19.5,1846.95,6,5,5,6,8,8,6,5,1,6
275,02/06/2017 12:12:49,Ariana,Lewis,0,08/08/1973,4,3,08/30/1996,2,32.25,3450.97,7,9,3,4,8,7,5,9,4,9
276,02/06/2017 12:19:26,Maya,Gonzalez,0,01/24/1982,4,1,09/09/2007,4,33.5,10557.82,6,5,3,4,7,4,7,5,4,10
277,02/06/2017 12:24:23,Anna,Adams,0,05/18/1969,3,2,06/22/1992,1,23,1845,7,2,2,5,9,7,7,8,6,5
278,02/06/2017 12:35:07,Zachary,Thomas,1,08/03/1966,5,2,03/24/1998,6,30.75,5322,8,6,7,8,9,8,9,10,7,9
279,02/06/2017 12:42:32,Violet,Johnson,0,01/14/1963,2,4,11/28/1989,1,14.75,1159,7,2,3,5,10,7,6,5,4,7
280,02/06/2017 12:55:51,Blake,Robinson,1,05/31/1968,1,3,04/21/2008,1,21.25,1384,6,5,3,4,8,4,6,0,4,6
281,02/06/2017 13:02:32,Violet,Scott,0,06/18/1970,5,2,08/14/2008,5,46.75,27005.49,8,6,5,8,10,7,8,6,9,9
282,02/06/2017 13:25:46,Khloe,Hall,0,11/06/1961,5,2,12/12/1998,5,36.75,27033.07,8,8,3,6,7,5,5,5,7,8
283,02/06/2017 13:29:44,Christopher,Campbell,1,07/22/1960,5,2,02/21/1981,2,31.25,3027.33,6,7,6,3,9,11,8,7,4,8
284,02/06/2017 13:30:52,Amelia,Hernandez,0,01/01/1978,5,1,05/26/2003,6,19.75,2107.66,7,5,11,7,9,3,4,4,5,8
285,02/06/2017 14:14:26,Alexandra,Wright,0,05/11/1996,0,1,09/01/2020,2,30.75,2762,6,9,7,5,6,4,6,4,4,6
286,02/06/2017 14:21:12,Alexis,Lopez,0,02/22/1967,6,3,09/27/1998,2,28,3312,6,7,2,1,7,6,6,11,5,5
287,02/06/2017 14:31:35,Christian,Allen,1,09/08/1974,5,4,02/21/2000,2,24.75,2290,7,4,4,5,8,7,4,6,5,9
288,02/06/2017 14:35:11,Ava,Johnson,0,09/07/1967,4,3,07/10/1992,2,30,3034,7,5,5,4,9,4,4,7,4,5
289,02/06/2017 14:36:07,Ella,Allen,0,07/04/1975,3,2,02/02/2009,1,24.5,1801,5,3,6,0,5,6,6,6,3,5
290,02/06/2017 14:36:18,Melanie,Wright,0,12/04/1968,6,3,03/02/2003,2,28.75,2767.34,7,7,6,6,8,7,7,7,3,8
291,02/06/2017 15:11:38,Jocelyn,Turner,0,08/14/1987,3,2,08/29/2009,1,22,1224.68,6,11,5,6,8,5,4,4,3,5
292,02/06/2017 16:12:07,Lillian,Evans,0,02/20/1964,5,3,04/01/1993,3,35,0,7,5,4,9,7,7,0,5,7,9
293,02/06/2017 16:32:46,Harper,Collins,0,09/30/1958,4,1,07/13/1993,2,23.25,2379,8,10,9,6,9,6,8,9,6,6
294,02/06/2017 16:38:46,Victoria,Wright,0,01/04/1960,3,2,09/12/1992,1,15.25,1181,7,4,3,4,8,7,9,6,2,11
295,02/06/2017 17:37:51,Caleb,Hernandez,1,12/14/1988,5,3,03/14/2013,2,26.75,2265,6,7,4,6,8,3,6,4,5,5
296,02/06/2017 18:48:54,Adrian,Davis,1,03/08/1962,5,4,03/21/1986,3,34,3823,6,6,5,3,8,4,3,4,6,9
297,02/07/2017 06:27:19,Parker,Garcia,1,06/04/1975,4,3,03/25/2003,2,34.25,3671,7,7,5,6,10,4,6,4,5,5
298,02/07/2017 07:12:12,Adam,Harris,1,10/12/1972,4,3,07/03/1998,2,25.75,2614,6,4,0,7,6,4,5,2,4,6
299,02/07/2017 07:14:20,Evelyn,Johnson,0,03/03/1991,5,2,02/21/2016,2,33,3970.02,6,5,6,4,6,6,2,4,3,7
300,02/07/2017 08:58:00,Matthew,Perez,1,01/14/1984,3,2,08/22/2014,1,23.5,1442.12,6,5,3,1,5,3,4,4,2, 
301,02/07/2017 10:30:22,Ryan,Turner,1,01/31/1972,4,3,11/22/1998,4,38.5,10765.5,8,9,7,7,10,2,7,7,11,7
302,02/07/2017 10:49:43,Levi,Gonzalez,1,04/20/1966,6,4,10/19/1993,4,46.25,12630.25,8,8,3,0,8,9,9,10,9,8
303,02/07/2017 10:52:09,Parker,Edwards,1,03/31/1974,5,1,04/09/2006,3,41.25,5782,8,7,5,7,10,8,9,8,8,7
304,02/07/2017 11:09:40,Madison,Thomas,0,12/25/1972,5,5,09/27/2013,3,35.25,7018,7,3,4,8,8,6,7,6,5,5
305,02/07/2017 11:53:04,Addison,Hill,0,11/07/1981,2,4,01/28/2009,2,34.5,3733.13,7,7,4,3,7,4,7,7,6,7
306,02/07/2017 12:06:42,Jase,Lewis,1,07/03/1984,4,1,02/18/2005,1,26.25,0,8,6,6,4,7,4,6,8,8,4
307,02/07/2017 13:22:50,Kennedy,Collins,0,07/08/1953,6,2,08/06/1988,3,25,4163.14,8,8,9,8,10,8,7,8,6,9
308,02/07/2017 13:31:35,David,Miller,1,10/14/1970,6,3,09/10/2012,3,30.5,4128,6,8,5,2,6,5,9,3,4,6
309,02/07/2017 13:53:09,Brianna,Rodriguez,0,07/14/1975,5,2,12/05/2001,3,40.75,8068.34,6,5,5,4,8,6,7,5,6,9
310,02/07/2017 14:06:16,Lucas,Hernandez,1,03/26/1985,3,3,07/17/2013,1,32.5,2051.16,5,5,4,4,7,3,5,5,6,6
311,02/07/2017 14:07:29,Katherine,Hill,0,08/06/1972,4,1,10/21/2001,3,34,5438.82,7,7,4,4,7,11,5,7,5,9
312,02/07/2017 14:14:16,Aubree,Moore,0,05/23/1979,5,1,05/06/2014,5,45.75,34104.16,8,8,2,8,9,10,10,9,9,9
313,02/07/2017 14:17:22,Ariana,Davis,0,09/28/1959,4,2,08/29/2002,3,24.5,5234,7,7,5,6,8,8,7,6,4,8
314,02/07/2017 14:29:36,Piper,Rodriguez,0,06/25/1966,4,3,11/07/1996,3,35.25,6081,8,10,10,5,10,10,9,8,8,8
315,02/07/2017 14:52:48,Liam,Phillips,1,11/28/1969,4,2,10/12/1998,5,44.5,22920,8,10,9,4,7,10,6,8,7,5
316,02/07/2017 15:01:34,Serenity,Taylor,0,10/06/1964,5,3,10/07/2006,6,31,3753.71,7,7,4,3,5,8,4,7,5,4
317,02/07/2017 15:38:34,Zachary,Walker,1,02/22/1978,5,1,11/08/2005,2,41.25,2711.2,6,5,5,3,10,7,6,6,5,9
318,02/07/2017 15:40:40,Layla,Lopez,0,07/30/1975,3,2,05/01/2015,1,21,1587,6,2,4,5,7,9,6,5,7,9
319,02/07/2017 16:00:17,Alyssa,Allen,0,03/23/1995,3,2,04/17/2016,1,32,2015,6,2,2,3,9,6,2,4,5,7
320,02/07/2017 16:24:50,Lydia,Davis,0,10/03/1961,3,3,04/18/1982,1,21.75,1659.01,7,8,6,3,8,7,0,5,5,6
321,02/07/2017 17:43:22,Josiah,Adams,1,01/12/1975,6,5,10/08/1998,3,33.5,4801.35,7,3,4,5,8,4,8,5,4,8
322,02/07/2017 19:14:57,Matthew,Hall,1,01/02/1978,6,3,05/14/2013,2,35.75,3818.62,6,8,3,5,6,6,4,5,6,5
323,02/07/2017 20:22:45,Sydney,Lopez,0,12/19/1968,3,4,06/13/1992,1,17.5,1336,6,5,0,5,7,11,6,3,3,7
324,02/08/2017 08:03:09,Lucas,Lewis,1,10/21/1966,5,2,03/15/1996,4,42.5,15022.64,0,9,10,9,9,5,2,8,5,10
325,02/08/2017 09:03:42,Emily,Carter,0,08/29/1962,4,3,11/28/1995,3,33,6177,9,10,10,9,10,5,4,11,6,5
326,02/08/2017 11:30:09,Mackenzie,Collins,0,04/28/1967,5,2,05/31/1988,2,26.5,2750.08,7,4,4,6,10,6,7,6,6,9
327,02/08/2017 11:49:17,Christopher,Hall,1,10/06/1973,4,3,06/09/1999,3,41,9971,5,6,4,7,5,5,11,3,5,8
328,02/08/2017 12:01:45,James,Evans,1,05/04/1985,4,1,11/29/2009,2,33.75,2062,7,5,6,6,9,5,4,5,4,3
329,02/08/2017 12:36:14,Isaiah,Clark,1,08/25/1954,4,2,10/29/1982,3,25.5,5397,8,10,7,7,7,7,6,8,8,7
330,02/08/2017 12:41:15,Mila,Gonzalez,0,11/21/1978,3,3,12/15/2006,1,25,1721,6,3,4,4,5,8,5,5,3,4
331,02/08/2017 13:13:49,Samuel,Edwards,1,09/25/1968,6,1,08/18/2000,6,34,3909.35,6,8,7,3,6,11,6,9,5,4
332,02/08/2017 13:30:16,Kayla,Collins,0,11/25/1968,4,4,08/07/1990,6,33.25,7327,9,7,7,7,10,6,7,8,8,7
333,02/08/2017 13:32:49,Chloe,Clark,0,07/19/1968,5,3,07/31/2005,2,23.75,1757,7,7,5,4,6,8,4,6,7,6
334,02/08/2017 13:56:04,Kylie,Davis,0,09/23/1977,3,2,12/18/2001,2,30.25,2080.58,6,6,2,5,7,5,6,4,8,10
335,02/08/2017 14:06:19,Zoe,Jackson,0,12/16/1966,5,4,12/28/2007,4,30,11373.17,7,8,7,6,10,4,3,4,11,9
336,02/08/2017 14:10:11,Jack,Hernandez,1,11/11/1965,5,2,02/03/2012,5,47.5,28396,7,5,7,6,9,0,6,11,5,9
337,02/08/2017 14:22:25,Nora,Thompson,0,10/13/1978,4,2,06/24/2005,2,27,2905,6,8,5,6,9,8,5,5,5,7
338,02/08/2017 14:28:51,Luke,Martinez,1,04/13/1963,4,2,11/25/2002,2,26.5,3167,6,8,7,4,6,11,2,4,6,6
339,02/08/2017 14:39:03,Eva,Collins,0,10/31/1963,5,1,02/07/1995,2,26,2318.43,6,8,4,8,10,4,7,4,4,7
340,02/08/2017 14:46:37,Samantha,Roberts,0,05/01/1982,6,1,10/19/2013,1,16.5,1067,5,7,8,4,6,4,2,4,2,7
341,02/08/2017 15:00:23,Nicholas,Parker,1,07/10/1968,6,3,01/31/1993,5,43.5,0,8,7,6,5,6,8,8,9,0, 
342,02/08/2017 15:36:47,Jeremiah,Moore,1,04/07/1966,5,3,11/12/1995,3,26.25,3532,6,6,4,5,6,5,9,10,4,6
343,02/08/2017 16:24:42,Daniel,Williams,1,08/27/1956,5,1,05/16/1987,2,27.25,2446,8,10,8,5,10,5,6,7,6,8
344,02/08/2017 16:40:03,Genesis,Harris,0,02/21/1971,5,4,06/22/2000,2,25.25,2686,7,11,0,5,10,4,4,4,8, 
345,02/08/2017 16:54:10,Blake,Hill,1,11/05/1968,5,4,11/12/1993,2,30,2735.62,7,7,5,7,10,5,6,3,5, 
346,02/08/2017 16:54:39,Audrey,Thompson,0,05/07/1979,4,2,01/11/2012,2,34.5,2849.06,6,3,1,4,6,4,2,4,3,3
347,02/08/2017 16:56:54,Levi,Allen,1,01/29/1962,4,4,06/27/1983,1,16.5,1240.37,6,7,8,3,8,3,8,7,0, 
348,02/08/2017 18:09:03,,,0,06/09/1957,4,3,03/16/2002,3,32.5,4911,7,6,5,0,6,3,3,7,4,5
349,02/08/2017 18:09:30,Brooklyn,White,0,12/25/1968,3,1,04/15/2002,3,32.25,5264,8,7,6,6,10,4,7,7,4,9
350,02/08/2017 18:10:23,,,0,03/28/1964,2,2,07/07/2014,2,20.75,1875.75,6,3,3,3,6,5,7,4,6,5
351,02/08/2017 18:22:14,Grace,Roberts,0,08/31/1962,4,2,05/07/1990,3,31,6078,6,8,6,5,9,9,7,8,5,10
352,02/08/2017 19:08:21,Luis,Lee,1,10/20/1994,3,1,03/05/2016,1,33,1771.63,6,3,3,5,7,3,6,4,4,4
353,02/08/2017 19:15:07,Thomas,Hill,1,06/26/1974,5,3,09/17/1999,2,36.75,3709.98,6,4,4,5,10,3,4,3,3,9
354,02/08/2017 19:37:14,Christopher,Hernandez,1,06/25/1965,0,2,05/12/1998,3,36.25,6648.11,7,8,7,5,5,6,4,8,4,8
355,02/09/2017 06:26:24,Nicholas,Jones,1,08/16/1969,6,2,03/23/2006,1,23.75,1723.8,7,6,4,7,9,7,8,6,6,9
356,02/09/2017 07:59:45,Gabriel,Moore,1,11/02/1960,5,4,03/20/1988,4,40.75,17401.71,7,9,7,4,10,7,6,4,6,10
357,02/09/2017 10:41:40,Dominic,Collins,1,01/17/1972,6,4,05/17/2000,2,31,2615.66,7,9,8,4,9,6,8,5,6,9
358,02/09/2017 11:01:08,Cooper,Hernandez,1,04/01/1980,3,2,06/30/2016,1,29.5,2015,8,6,4,5,7,0,5,5,7, 
359,02/09/2017 11:34:56,Sarah,Brown,0,06/21/1968,3,3,05/04/1991,4,42.75,12454,6,9,5,7,7,4,7,3,11,7
360,02/09/2017 11:38:34,Zoe,Baker,0,01/15/1978,3,4,09/09/2014,3,33,4069.84,7,9,5,5,6,9,9,8,6,4
361,02/09/2017 12:26:17,Owen,Moore,1,05/19/1969,6,2,05/29/2007,1,25.75,2010.82,6,10,7,4,5,5,3,3,3,8
362,02/09/2017 13:03:28,Sarah,Campbell,0,03/01/1970,0,2,12/27/1995,3,32,6356,7,7,7,5,8,7,0,6,6,7
363,02/09/2017 13:48:58,Taylor,Thompson,0,02/16/1967,5,2,07/15/2012,4,34.25,7101,5,5,1,3,8,4,6,6,5,8
364,02/09/2017 14:13:35,Luke,White,1,09/10/1958,3,3,05/12/2002,3,38.75,5517.86,6,6,4,6,7,4,3,4,2,6
365,02/09/2017 14:51:09,Julia,Robinson,0,12/28/1959,3,3,10/07/1988,3,32.75,7271.29,6,4,5,6,10,5,4,9,7,9
366,02/09/2017 15:07:00,Christian,Davis,1,02/09/1968,3,3,09/20/1998,2,27.75,2728.05,6,7,6,6,7,6,5,3,4,6
367,02/09/2017 15:23:10,,,1,11/23/1982,2,1,09/20/2003,1,28.5,1822.66,7,6,9,0,7,6,6,7,4,10
368,02/09/2017 15:46:36,,,0,12/16/1971,5,5,05/04/2002,1,29.5,2129.38,6,2,4,2,5,7,6,7,5,5
369,02/09/2017 15:49:42,Tristan,Martin,1,02/09/1974,5,3,11/18/2010,2,34.5,3483.81,7,10,7,3,9,8,6,7,4,9
370,02/09/2017 15:58:31,Gabriella,Lee,0,04/19/1965,4,1,02/14/1991,1,19,1473.71,11,9,8,7,10,8,7,10,4,7
371,02/09/2017 16:25:44,Jaxon,Martinez,1,10/12/1985,4,2,04/19/2007,2,24.5,2054,6,7,5,3,9,6,9,5,5,7
372,02/09/2017 16:44:41,Naomi,Roberts,0,05/12/1975,5,3,02/01/2001,2,36,3802.3,7,7,7,6,7,5,3,4,5,7
373,02/09/2017 17:09:34,Alexis,Robinson,0,05/19/1979,4,3,10/05/2000,2,29.5,3816,6,5,3,4,10,6,7,3,6,8
374,02/09/2017 17:10:30,Caleb,Nelson,1,02/13/1985,5,3,12/31/2006,1,25,1528.88,6,5,5,3,10,7,6,7,2,8
375,02/09/2017 18:52:39,Mia,Wilson,0,05/12/1982,4,1,01/29/2007,2,25,2821,6,7,3,2,5,4,2,6,5,8
376,02/10/2017 09:22:26,Emma,Garcia,0,10/26/1984,4,1,12/31/2011,2,29.5,1991.72,5,4,4,7,6,3,3,3,5,8
